parent_asin,avg_rating,review_count,credibility_score,themes_counts,themes_pct,summary,evidence,pos_snippets,neg_snippets,formatted_summary
B00WUPUYCC,4.634,238,1,"Value (13), Quality (5), Usability (5), Scent (3), Delivery (1), Fit (1)","Value 46%, Quality 18%, Usability 18%, Scent 11%, Delivery 4%, Fit 4%","Reviews are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences.",Use this to make  It has amazing quality Good product. | Excellent product at an excellent price! | It works great as a carrier and tastes good.,It works great as a carrier and tastes good. | Works well with making and the cost is good Buy it..,Only down side is went down 2 bucks after ordered....Bad timing....Ahhh shoot!!!! | Does not smell.,"Based on 238 verified reviews (avg rating 4.6/5, credibility 1.00). Top themes: Value 46%, Quality 18%, Usability 18%, Scent 11%, Delivery 4%, Fit 4%. Reviews are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences."
B00X6P92OG,3.594,69,1,"Content (8), Usability (2), Value (1)","Content 73%, Usability 18%, Value 9%",Tinted moisturizer goes on very smooth and does a great job with the SPF. Allergy started out as a rash on the face that quickly spread to to the neck area. It's a sunblock that's beige but has virtually NO COVERAGE.,"Goes on very smooth and does a great job with the SPF no bad order either. | Works well, nice tint Excellent product. | IMO, a good BB or CC cream will do you just as well plus has more coverage.","Works well, nice tint Excellent product. | Goes on very smooth and does a great job with the SPF no bad order either.",Goes on very smooth and does a great job with the SPF no bad order either. | Smooth Tint.,"Based on 69 verified reviews (avg rating 3.6/5, credibility 1.00). Top themes: Content 73%, Usability 18%, Value 9%. Tinted moisturizer goes on very smooth and does a great job with the SPF. Allergy started out as a rash on the face that quickly spread to to the neck area. It's a sunblock that's beige but has virtually NO COVERAGE."
B00XBRCWSM,4.797,202,1,"Quality (21), Value (9), Fit (4), Delivery (2), Usability (2)","Quality 55%, Value 24%, Fit 11%, Delivery 5%, Usability 5%",The set up is great and you can assemble and use the pieces however you'd like. The only complaint is that the drawers do not slide open smoothly unless you use two hands. Some of the compartments are still just too small for anything.,"Amazing quality and perfect size for all  Will likely be buying a second to accommodate  Five Stars. | Very beautiful high quality looks nice on  fits all my makeup in it It's perfect for holding everything    It's perfect for holding everything   Keep up the good work. | The first organizer     It's size and distribution areas are perfect, and   It is thick and expensive looking and the drawers slide in and out with ease.",Very beautiful high quality looks nice on  fits all my makeup in it It's perfect for holding everything    It's perfect for holding everything   Keep up the good work. | Amazing quality and perfect size for all  Will likely be buying a second to accommodate  Five Stars.,But  This thing looks wayyyyy more expensive that it is. | This thing looks wayyyyy more expensive that it is.,"Based on 202 verified reviews (avg rating 4.8/5, credibility 1.00). Top themes: Quality 55%, Value 24%, Fit 11%, Delivery 5%, Usability 5%. The set up is great and you can assemble and use the pieces however you'd like. The only complaint is that the drawers do not slide open smoothly unless you use two hands. Some of the compartments are still just too small for anything."
B00XDB3QTA,4.5,62,1,"Scent (5), Usability (4)","Scent 56%, Usability 44%","You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences.","The serum is good smell very good work fantastic This stuff smells amazing and keeps her hair super soft. | Keeps hair really straight, something  Smells great but smell wears off into a more light present smell. | Loved it don't know if it helps the growth of hair as it says, but have been using it and love the smell love how .",The serum is good smell very good work fantastic This stuff smells amazing and keeps her hair super soft. | works great for fine or overly processed hair.,"Keeps hair really straight, something  Smells great but smell wears off into a more light present smell. | The serum is good smell very good work fantastic This stuff smells amazing and keeps her hair super soft.","Based on 62 verified reviews (avg rating 4.5/5, credibility 1.00). Top themes: Scent 56%, Usability 44%. You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences."
B00XJGJO1I,4.093,54,1,"Value (9), Delivery (5), Usability (3), Quality (2), Fit (2), Content (1)","Value 41%, Delivery 23%, Usability 14%, Quality 9%, Fit 9%, Content 5%","You are summarizing a batch of product reviews. Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences.","Very nice choice to cover an ugly hairtie...and good quality too it looks very pretty in  Designer Fashion Elastic Rhinestone Hairtie...<br />  This fits that bill and when    Good product. | Not too easy to put on but  Love it!!!!. | Pretty but  It was pretty but had to return it because it arrived too late for the wedding  It is beautiful, but would prefer it to be more like ....",Very nice choice to cover an ugly hairtie...and good quality too it looks very pretty in  Designer Fashion Elastic Rhinestone Hairtie...<br />  This fits that bill and when    Good product. | Not too easy to put on but  Love it!!!!.,"It was difficult to use as a ponytail holder, so  It really dresses up a ponytail. | It's very sparkly and looks expensive, like something from a high end shop.","Based on 54 verified reviews (avg rating 4.1/5, credibility 1.00). Top themes: Value 41%, Delivery 23%, Usability 14%, Quality 9%, Fit 9%, Content 5%. You are summarizing a batch of product reviews. Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences."
B00XO1RSES,2.787,61,1,"Content (2), Usability (2), Scent (1), Fit (1)","Content 33%, Usability 33%, Scent 17%, Fit 17%","The colors looked great in the bottle, however when you paint your nails with this polish it has a chalky finish to it. The polish dries within seconds so you need to apply quickly. The colors DO change, some more noticeably than others. Some color are not real mood, some do Fun for any age.",LOVE!!!LOVE!!!LOVE!!! | Works great with vinyl decals. | Great coverage.,LOVE!!!LOVE!!!LOVE!!! | Works great with vinyl decals.,DON'T WASTE YOUR MONEY. | First   It definitely needs 2-3 coats.,"Based on 61 verified reviews (avg rating 2.8/5, credibility 1.00). Top themes: Content 33%, Usability 33%, Scent 17%, Fit 17%. The colors looked great in the bottle, however when you paint your nails with this polish it has a chalky finish to it. The polish dries within seconds so you need to apply quickly. The colors DO change, some more noticeably than others. Some color are not real mood, some do Fun for any age."
B00XP86KXU,3.841,113,1,"Usability (3), Quality (2), Content (1)","Usability 50%, Quality 33%, Content 17%","You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences.","i love it put a little or a lot witch ever it looks good drys fast with a good gloss you can just use it buy its self as well its that cool SPARSE with the SPARKLE. | Stayed on well and didn't chip for close to two weeks.<br /><br />UPDATE:   Still think it's beautiful and fun, but it's so hard to get off    And that was a problem because that dried out     Nothing permanent, but annoying and holy cow! | And SO hard to remove!.",i love it put a little or a lot witch ever it looks good drys fast with a good gloss you can just use it buy its self as well its that cool SPARSE with the SPARKLE. | works great.,"And SO hard to remove!. | Stayed on well and didn't chip for close to two weeks.<br /><br />UPDATE:   Still think it's beautiful and fun, but it's so hard to get off    And that was a problem because that dried out     Nothing permanent, but annoying and holy cow!","Based on 113 verified reviews (avg rating 3.8/5, credibility 1.00). Top themes: Usability 50%, Quality 33%, Content 17%. You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences."
B00XTW44GM,4.165,103,1,"Scent (21), Delivery (5), Usability (4), Value (1)","Scent 68%, Delivery 16%, Usability 13%, Value 3%","Vitamin E oil smells like amaretto. The smell is pleasant, non greasy or oily and absorbs quickly. The oil absorbs well into the skin and does not leave a sticky residue. The product came already opened with a bunch of oil leaked out and all over the box.","Works well, no real smell either. | Smell good feel good. | The smell was off and nothing like it should smell.","Works well, no real smell either. | Smell good feel good.",The smell was off and nothing like it should smell. | This product came already opened with a bunch of the oil leaked out and all over the box and all over  The smell was off and nothing like it should smell!,"Based on 103 verified reviews (avg rating 4.2/5, credibility 1.00). Top themes: Scent 68%, Delivery 16%, Usability 13%, Value 3%. Vitamin E oil smells like amaretto. The smell is pleasant, non greasy or oily and absorbs quickly. The oil absorbs well into the skin and does not leave a sticky residue. The product came already opened with a bunch of oil leaked out and all over the box."
B00XTYEYWO,4.278,54,1,"Value (4), Delivery (2), Usability (2), Quality (1), Battery (1)","Value 40%, Delivery 20%, Usability 20%, Quality 10%, Battery 10%","You are summarizing a batch of product reviews. Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences.",Mavala is the best top Coat I ever used in my life I highly recommend this product it's just amazing and I noticed my nails are stronger and nicer than before Not a good product!!!. | Works great and quick delivery! | Worth the price.,Mavala is the best top Coat I ever used in my life I highly recommend this product it's just amazing and I noticed my nails are stronger and nicer than before Not a good product!!!. | Works great and quick delivery!,"but it's a waste of time and money. | ) hoping to find something easier to procure that works as well, but it's a waste of time and money.","Based on 54 verified reviews (avg rating 4.3/5, credibility 1.00). Top themes: Value 40%, Delivery 20%, Usability 20%, Quality 10%, Battery 10%. You are summarizing a batch of product reviews. Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences."
B00XWNLIWG,4.327,104,1,"Quality (6), Value (6), Usability (6), Fit (2), Delivery (1)","Quality 29%, Value 29%, Usability 29%, Fit 10%, Delivery 5%","Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences.","This just didn’t seem like high quality, expensive, eyeshadow to     It just doesn’t go on smoothly at all, very hard to blend. | You have to use very little of these shadows which makes them well worth the price! | Happy with  LOVE, LOVE, LOVE.","Happy with  LOVE, LOVE, LOVE. | Great options, perfect for  Five Stars.","This just didn’t seem like high quality, expensive, eyeshadow to     It just doesn’t go on smoothly at all, very hard to blend. | ❤️ it!!!<br />Use it everyday Doesn’t blend, broken color.","Based on 104 verified reviews (avg rating 4.3/5, credibility 1.00). Top themes: Quality 29%, Value 29%, Usability 29%, Fit 10%, Delivery 5%. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences."
B00XYLQU92,3.836,55,1,"Scent (18), Value (8), Delivery (1), Safety (1)","Scent 64%, Value 29%, Delivery 4%, Safety 4%","You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences.","It's just awful,  It has an awful, chemical smell,  Such a waste of money! | that  Even when you can't smell it on yourself other people will still smell it on you. | Great smell definitely recommend Wellllllllllll.",Love it .....it last all day and smells great Four Stars. | Great smell definitely recommend Wellllllllllll.,"It's just awful,  It has an awful, chemical smell,  Such a waste of money! | that  Even when you can't smell it on yourself other people will still smell it on you.","Based on 55 verified reviews (avg rating 3.8/5, credibility 1.00). Top themes: Scent 64%, Value 29%, Delivery 4%, Safety 4%. You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences."
B00XYM5Q2I,3.943,53,1,"Scent (29), Value (7), Delivery (1), Usability (1), Battery (1)","Scent 74%, Value 18%, Delivery 3%, Usability 3%, Battery 3%","You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences.",Doesn’t smell the best Great. | Smells great last All day A good deal if you like TF Oud Wood. | It's amazing that they can make this oil smell exactly like Tom Ford's wood oud.,Smells great last All day A good deal if you like TF Oud Wood. | Doesn’t smell the best Great.,Not  for ...NO OUD Smell......... | NO WOODSY OUD SMELL WHAT-SO-EVER!,"Based on 53 verified reviews (avg rating 3.9/5, credibility 1.00). Top themes: Scent 74%, Value 18%, Delivery 3%, Usability 3%, Battery 3%. You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences."
B00XYM8CH4,3.883,111,1,"Scent (39), Value (6), Delivery (3), Usability (2), Fit (1)","Scent 76%, Value 12%, Delivery 6%, Usability 4%, Fit 2%","Pink Friday's fragrance is light, yet long-lasting! It's the best smelling scent I've ever smelled and it lasts forever. Smells good but the scent doesn't last. Lots of compliments from strangers. The scent is good, does last but it’s watery. This should be $3 not almost 9$ way over priced for the size.",Long lasting smell..nice sweet fruity smell..nice This oil smells so amazing it lasts a longtime  I love the texture of this product next time I will purchase a bigger one Not enough. | love the smell of the fragrance but it does not last long but it smells good It’s a good buy. | It doesn't smell like Pink Friday but it does smell good Fragrance.,Not  The oil does last on  Please note that  love love love. | love the smell of the fragrance but it does not last long but it smells good It’s a good buy.,The smell is not bad but its not exactly the smell  Kind of strong and does last very long. | Beautiful smell too small bottle not bad price.,"Based on 111 verified reviews (avg rating 3.9/5, credibility 1.00). Top themes: Scent 76%, Value 12%, Delivery 6%, Usability 4%, Fit 2%. Pink Friday's fragrance is light, yet long-lasting! It's the best smelling scent I've ever smelled and it lasts forever. Smells good but the scent doesn't last. Lots of compliments from strangers. The scent is good, does last but it’s watery. This should be $3 not almost 9$ way over priced for the size."
B00XYMCEYG,3.389,90,1,"Scent (33), Value (3), Usability (1), Battery (1)","Scent 87%, Value 8%, Usability 3%, Battery 3%","You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences.",The scent is amazing it even makes  It’s worth the buy Takes  Lick  It has a sweet scent kind of reminiscent of cotton candy. | I’m just getting into fragrance oils so I don’t know what this is actually supposed to smell like Not a good value for the money. | I took this over to my best friends so she could smell and now shes ordering her own hahahahaha says its her new fav scent and her hubby loves it on her Five Stars.,The scent is amazing it even makes  It’s worth the buy Takes  Lick  It has a sweet scent kind of reminiscent of cotton candy. | Love it Must be  Doesn't smell good Five Stars.,The smell is too light for  Don't buy unless you want to smell like syrup.... | Is nothing like the original lick  Does not smell like the original lick me all over oil from the guy at the store close but no cigar disappointed I just wanted to let you guys know This does not smell the same.,"Based on 90 verified reviews (avg rating 3.4/5, credibility 1.00). Top themes: Scent 87%, Value 8%, Usability 3%, Battery 3%. You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences."
B00XZA42TW,2.943,53,1,"Value (4), Usability (4), Safety (1)","Value 44%, Usability 44%, Safety 11%","You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences.","It's very easy to apply with the brush that is included and best of all, no irritation to    This is a safe bet. | But  Works great.. | It works great.",But  Works great.. | It works great.,Hopefully it will get even better Waste of money. | Waste of money.,"Based on 53 verified reviews (avg rating 2.9/5, credibility 1.00). Top themes: Value 44%, Usability 44%, Safety 11%. You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences."
B00Y3DF9X8,2.824,51,1,"Fit (14), Value (12), Quality (9), Usability (8), Delivery (3)","Fit 30%, Value 26%, Quality 20%, Usability 17%, Delivery 7%","You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences.",The only good thing is that you get so many in the package but they're very cheap like you come if you blow too hard on it'll put a hole in the bag They are small. | not very good quality but ok for some everyday use. | tight fit good for small heads.,"These are great to cover plates of food, bowls and trays of food for storage and transport. | Great for covering bowls in the refrigerator.","Very poor quality. | poor quality, rips easily and won't stay on the ....","Based on 51 verified reviews (avg rating 2.8/5, credibility 1.00). Top themes: Fit 30%, Value 26%, Quality 20%, Usability 17%, Delivery 7%. You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences."
B00Y3U0TBS,1.856,111,1,"Usability (8), Value (2), Quality (1)","Usability 73%, Value 18%, Quality 9%","Reviews are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences.","Easy to use and provides a perfect chrome shine. | Excellent product, use as directed and you will get a stunning chrome finish, I purchased for small automotive detail work, not for finger nails, but it's still a great product Gift Purchase. | DON'T WASTE YOUR HARD EARNED MONEY!!.","Excellent product, use as directed and you will get a stunning chrome finish, I purchased for small automotive detail work, not for finger nails, but it's still a great product Gift Purchase. | Easy to use and provides a perfect chrome shine.",DON'T WASTE YOUR HARD EARNED MONEY!!. | Very disappointing.,"Based on 111 verified reviews (avg rating 1.9/5, credibility 1.00). Top themes: Usability 73%, Value 18%, Quality 9%. Reviews are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences."
B00Y6ZJKTC,3.921,63,1,"Quality (6), Value (5), Usability (4), Scent (3)","Quality 33%, Value 28%, Usability 22%, Scent 17%","These brushes were great in the beginning but after a few months of using them they are falling apart from the handle and the bristles. These brushes are already falling apart. You get what you pay for  Nice case though. Love these brushes, would definitely recommend this product.","The case the brushes came in is beautiful and am saving it for when    All in all,  Other than the smell (nothing a good brush cleaning doesn't take care of) these brushes are great. | Great purchase and i love how it has the fold over case Great Brushes!. | These fall apart really easy, all of the ones    Great set for a beginner.","Great purchase and i love how it has the fold over case Great Brushes!. | Love these brushes, would definitely recommend this product.","The brushes arrives the day  Be warned if you have a sensitive nose let the brushes air out for a bit because they did smell like paint or something, though  Overall  Four Stars. | The case the brushes came in is beautiful and am saving it for when    All in all,  Other than the smell (nothing a good brush cleaning doesn't take care of) these brushes are great.","Based on 63 verified reviews (avg rating 3.9/5, credibility 1.00). Top themes: Quality 33%, Value 28%, Usability 22%, Scent 17%. These brushes were great in the beginning but after a few months of using them they are falling apart from the handle and the bristles. These brushes are already falling apart. You get what you pay for  Nice case though. Love these brushes, would definitely recommend this product."
B00YAFS3F0,3.427,75,1,"Value (4), Usability (2), Quality (1), Delivery (1), Fit (1)","Value 44%, Usability 22%, Quality 11%, Delivery 11%, Fit 11%","Dries completely matte, but the product feels very sticky on pigmented lip paints that don't dry completely. For the price it's not too bad, but  Not worth the money. You are much better off spending the money on a couple of shades you really like from a high end brand.","For the price it's not too bad, but  Not worth the money. | The quality is not very good. | This is a great set for the price.","There are a lot of links but  Dries completely matte, but the product feels very sticky on  Not the best liquid mate lipstick Ive used, most dry to a much better texture than this one. | For the price it's not too bad, but  Not worth the money.","For the price it's not too bad, but  Not worth the money. | Nice set for younger women and teens due to the ....","Based on 75 verified reviews (avg rating 3.4/5, credibility 1.00). Top themes: Value 44%, Usability 22%, Quality 11%, Delivery 11%, Fit 11%. Dries completely matte, but the product feels very sticky on pigmented lip paints that don't dry completely. For the price it's not too bad, but  Not worth the money. You are much better off spending the money on a couple of shades you really like from a high end brand."
B00YD19W60,3.712,73,1,"Value (12), Usability (10), Quality (5), Delivery (3)","Value 40%, Usability 33%, Quality 17%, Delivery 10%","These strips were very durable and came with such better instructions than the name brand ones. Not a fan - these have a bunch of the jelly on them and after a few weeks the strips start to float around in the package and get messy. They work just as good, if not better, than name brand products.",After drinking coffee for years and not brushing   They are easy to use and unlike some other ones  These strips were very durable and came with such better instructions than the name brand ones   Not worth it IMO. | somewhat hard to use These strips work good for over the counter. | Great price (seriously great price) Pretty okay..,these are very good Works great. | After drinking coffee for years and not brushing   They are easy to use and unlike some other ones  These strips were very durable and came with such better instructions than the name brand ones   Not worth it IMO.,"somewhat hard to use These strips work good for over the counter. | Once  After only 3-4 treatments,  They definitely give  Disappointing..","Based on 73 verified reviews (avg rating 3.7/5, credibility 1.00). Top themes: Value 40%, Usability 33%, Quality 17%, Delivery 10%. These strips were very durable and came with such better instructions than the name brand ones. Not a fan - these have a bunch of the jelly on them and after a few weeks the strips start to float around in the package and get messy. They work just as good, if not better, than name brand products."
B00YI0XFUU,4.328,186,1,"Usability (7), Quality (6), Value (3), Delivery (3), Content (1), Scent (1)","Usability 33%, Quality 29%, Value 14%, Delivery 14%, Content 5%, Scent 5%","The loofah part of this scrubber is just rough enough to take away the itching in those part of   Loofah your back. It seems to dry without any odor, but    A little short. After 1 use, it's already breaking up. It's long enough for a basketball player, good quality and quite scrubby.","Nice, but hard to keep straight Works great! | It is longer than some others   It is sturdy and holds up well to the pressure   Thanks for making such a good product and at a reasonable price. | good length works as expected it worked so well love it.","good length works as expected it worked so well love it. | Overall, this is a good back scrubber;   After   Although it is well made, the handles need to be adjusted so the correct side of the scrubber faces your back.","Appreciate the choice of textures for buffing and for scrubbing, especially on hard to reach places like   Would highly recommend. | not bad for the price...could have been a little longer.","Based on 186 verified reviews (avg rating 4.3/5, credibility 1.00). Top themes: Usability 33%, Quality 29%, Value 14%, Delivery 14%, Content 5%, Scent 5%. The loofah part of this scrubber is just rough enough to take away the itching in those part of   Loofah your back. It seems to dry without any odor, but    A little short. After 1 use, it's already breaking up. It's long enough for a basketball player, good quality and quite scrubby."
B00YI9XO8Y,4.129,70,1,"Usability (8), Scent (4), Value (2)","Usability 57%, Scent 29%, Value 14%","You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences.","Love love love  You get a lot of product and the price is awesome Amazing for sensitive skin. | If you decide to cut the bar in smaller pieces,  <br />*    This did not.<br />* The only think  However that didn't discourage   On the bright side, the smell did rinse off when <br />*  It is definitely worth a try. | The soap is one giant block so  It dissolves easy which is great for rinsing off your face/body however not good in the shower soap holder.",Love love love  You get a lot of product and the price is awesome Amazing for sensitive skin. | The soap is one giant block so  It dissolves easy which is great for rinsing off your face/body however not good in the shower soap holder.,"If you decide to cut the bar in smaller pieces,  <br />*    This did not.<br />* The only think  However that didn't discourage   On the bright side, the smell did rinse off when <br />*  It is definitely worth a try. | This stuff leaves   Doesn't have a strong odor but a subtle earthy smell which does not linger on the body after rinsing.","Based on 70 verified reviews (avg rating 4.1/5, credibility 1.00). Top themes: Usability 57%, Scent 29%, Value 14%. You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences."
B00YQ6X8EO,3.822,90,1,"Scent (13), Value (5), Quality (1), Delivery (1), Fit (1)","Scent 62%, Value 24%, Quality 5%, Delivery 5%, Fit 5%","Rules: Summarize collectively (customers as a group), neutral and factual. Do not use first-person words (I, my, me, we, our). No external facts; only use information present in the input. Compress redundancy; keep 1–2 sentences.","Makes my hair smell amazing and I love the texture it adds Mermaid hair in a bottle. | (<br /><br />Cons: the yummy smell isn’t super strong after it dries, frizz control isn’t perfect<br /><br />All in all  It makes  This product smells divine but it weighs down    Even  The second ingredient is aloe vera and that probably needs to go. | It is just what  a little pricy but it's worth it for the amount you get and the quality of what is in it.",Makes my hair smell amazing and I love the texture it adds Mermaid hair in a bottle. | Love it will buy it again and again very Moisturizing amazing product.,"Makes my hair smell amazing and I love the texture it adds Mermaid hair in a bottle. | (<br /><br />Cons: the yummy smell isn’t super strong after it dries, frizz control isn’t perfect<br /><br />All in all  It makes  This product smells divine but it weighs down    Even  The second ingredient is aloe vera and that probably needs to go.","Based on 90 verified reviews (avg rating 3.8/5, credibility 1.00). Top themes: Scent 62%, Value 24%, Quality 5%, Delivery 5%, Fit 5%. Rules: Summarize collectively (customers as a group), neutral and factual. Do not use first-person words (I, my, me, we, our). No external facts; only use information present in the input. Compress redundancy; keep 1–2 sentences."
B00YQTQ9I8,3.717,92,1,"Value (21), Quality (7), Delivery (4), Usability (3), Fit (2)","Value 57%, Quality 19%, Delivery 11%, Usability 8%, Fit 5%","The look is very unique, yet it's not gothic looking. They are very easy to put on, and if you put on the backing firmly, it stays the whole day without you having to redo anything. Arrived basically a month early ! Super fast shipping and super cute earrings!","It's totally worth buying, and the best part is the low price! | Definitely worth the price and more colorful in person Adorable!. | Not even worth the low price..","It's totally worth buying, and the best part is the low price! | They are so cute and  My new favorite ratings :) Great buy.",Honestly I wasn't impressed with the butt they're not bad for the price Five Stars. | Kinda hard to mess with..,"Based on 92 verified reviews (avg rating 3.7/5, credibility 1.00). Top themes: Value 57%, Quality 19%, Delivery 11%, Usability 8%, Fit 5%. The look is very unique, yet it's not gothic looking. They are very easy to put on, and if you put on the backing firmly, it stays the whole day without you having to redo anything. Arrived basically a month early ! Super fast shipping and super cute earrings!"
B00YVCWUCE,4.145,165,1,"Usability (8), Quality (5), Delivery (3), Fit (2), Value (1), Battery (1)","Usability 40%, Quality 25%, Delivery 15%, Fit 10%, Value 5%, Battery 5%",The Naturals Glide Detangling Brush is Phenomenal. Works great on calming bed head on kids and not so bad on tangles. Great size for kids. Ergonomic and comes in fun colors. Sturdy build but gentle o scalp.,"very nice design, great when your hair has no knots, however after the shower it's very hard to brush the hair although  Works Great!. | my baby has curly hair, this brush is amazing for detangling Easy to use. | Purchased this item as a gift for   The item does come just as shown and the construction is quite sturdy and easy to grip.","Love love love this brush! | very nice design, great when your hair has no knots, however after the shower it's very hard to brush the hair although  Works Great!.",2nd purchase--More Disappointing. | Products that were also a lot more expensive than this brush.,"Based on 165 verified reviews (avg rating 4.1/5, credibility 1.00). Top themes: Usability 40%, Quality 25%, Delivery 15%, Fit 10%, Value 5%, Battery 5%. The Naturals Glide Detangling Brush is Phenomenal. Works great on calming bed head on kids and not so bad on tangles. Great size for kids. Ergonomic and comes in fun colors. Sturdy build but gentle o scalp."
B00YZ0XOWC,4.558,77,1,"Quality (21), Usability (11), Value (4), Fit (1)","Quality 57%, Usability 30%, Value 11%, Fit 3%","You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences.","Great clipper, sharp and easy to hold and use. | Good quality,,I need to use Straight clippers and this work as advertise super quality clippers. | So easy to use!","Bought 2 of them and love them, best ones  so when  All four of them loved them. | Great clipper, sharp and easy to hold and use.",Straight cutting edge is hard to find. | Hard to squeeze ...,"Based on 77 verified reviews (avg rating 4.6/5, credibility 1.00). Top themes: Quality 57%, Usability 30%, Value 11%, Fit 3%. You are summarizing a batch of product reviews. Rules: Summarize collectively (customers as a group), neutral and factual. Prefer patterns/themes over one-off anecdotes. Compress redundancy; keep 1–2 sentences."
