parent_asin,avg_rating,review_count,credibility_score,themes,summary,formatted_summary
B00ANIQPZ8,3.908045977,87,1,"Quality (10), Value (8), Delivery (9), Usability (11)","These arrived yesterday. Wasn't expecting them till March. Was surprised they came so quickly with them coming so far away! A great amount of product and very nice colors. Will definitely buy again!! One Star. Color does not stay on, turns silver, every. Time. Perfect for adding to your epoxy molds.","Based on 87 verified reviews (avg rating 3.9/5, credibility 1.00): These arrived yesterday. Wasn't expecting them till March. Was surprised they came so quickly with them coming so far away! A great amount of product and very nice colors. Will definitely buy again!! One Star. Color does not stay on, turns silver, every. Time. Perfect for adding to your epoxy molds."
B00ANSD2LI,4.010309278,97,1,"Quality (7), Value (27), Delivery (4), Usability (10)","You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Keep it factual and neutral. Avoid using personal pronouns like 'I', 'my', or 'we'","Based on 97 verified reviews (avg rating 4.0/5, credibility 1.00): You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Keep it factual and neutral. Avoid using personal pronouns like 'I', 'my', or 'we'"
B00ANU8VX0,2.265306122,49,1,"Quality (1), Value (13), Delivery (3), Usability (9)","One Star. It did not do what it said it would Scam. Read the reviews that talk about SCAMs and getting caught for big dollars! For $5 it's a good cream. For $99 or whatever...it's a...altogether now, shout it out! Doesnt work.","Based on 49 verified reviews (avg rating 2.3/5, credibility 1.00): One Star. It did not do what it said it would Scam. Read the reviews that talk about SCAMs and getting caught for big dollars! For $5 it's a good cream. For $99 or whatever...it's a...altogether now, shout it out! Doesnt work."
B00AQ25NB8,4.880952381,42,1,"Quality (2), Value (4), Delivery (1), Usability (9)","Mannatech Emprizone is an excellent cream for just about anything, from sunburn to cuts, abrasions, etc. Love!. Awesome product!  Use it especially after shaving legs. A great product.","Based on 42 verified reviews (avg rating 4.9/5, credibility 1.00): Mannatech Emprizone is an excellent cream for just about anything, from sunburn to cuts, abrasions, etc. Love!. Awesome product!  Use it especially after shaving legs. A great product."
B00AR59PZ4,4.066666667,45,1,"Value (11), Delivery (2), Usability (13)","This product doesn't even spray, the liquid just dribbles out the sprayer and runs down the side of the bottle. The price was pretty steep, this used to be about $6 at .... Now in the stores is a mousse-type root booster.","Based on 45 verified reviews (avg rating 4.1/5, credibility 1.00): This product doesn't even spray, the liquid just dribbles out the sprayer and runs down the side of the bottle. The price was pretty steep, this used to be about $6 at .... Now in the stores is a mousse-type root booster."
B00ARBOMTM,3.5,34,1,"Quality (5), Value (9), Usability (4)","These are some of the best combs. They hold very securely and are nice looking without being showy. The teeth are not finished  smooth and tend to grab hair, not in a good way. They just don't make things like they used to.","Based on 34 verified reviews (avg rating 3.5/5, credibility 1.00): These are some of the best combs. They hold very securely and are nice looking without being showy. The teeth are not finished  smooth and tend to grab hair, not in a good way. They just don't make things like they used to."
B00AWD0DU2,4.184210526,38,1,"Quality (11), Value (6), Delivery (3), Content (1), Usability (8)","Sandalwood Comb is a lovely, sturdy comb. If you have long finer hair like    What a waste of money. The comb just started chipping off from the head to the teeth and finally the handle.","Based on 38 verified reviews (avg rating 4.2/5, credibility 1.00): Sandalwood Comb is a lovely, sturdy comb. If you have long finer hair like    What a waste of money. The comb just started chipping off from the head to the teeth and finally the handle."
B00AX3YNPC,4.079051383,253,1,"Quality (11), Value (73), Delivery (22), Content (5), Usability (204)", Braun Silk Epil 9 SkinSpa claims to remove hair that is as short as a grain of sand (0.5mm) Has a pivoting head which lets it work around all your body contours. Uses rechargeable batteries rather than a power cord.,"Based on 253 verified reviews (avg rating 4.1/5, credibility 1.00):  Braun Silk Epil 9 SkinSpa claims to remove hair that is as short as a grain of sand (0.5mm) Has a pivoting head which lets it work around all your body contours. Uses rechargeable batteries rather than a power cord."
B00AXXHCLY,4.333333333,69,1,"Quality (19), Value (1), Delivery (1), Content (3), Usability (15)","Sandalwood helps to gently smooth scalp's natural oils into hair, increasing shine without the static of ordinary plastic brushes. You are summarizing verified customer reviews collectively for an Amazon-like interface. Avoid using personal pronouns like 'I', 'my', or 'we'","Based on 69 verified reviews (avg rating 4.3/5, credibility 1.00): Sandalwood helps to gently smooth scalp's natural oils into hair, increasing shine without the static of ordinary plastic brushes. You are summarizing verified customer reviews collectively for an Amazon-like interface. Avoid using personal pronouns like 'I', 'my', or 'we'"
B00B0SA1SC,4.481481481,27,1,"Quality (1), Value (3), Delivery (2), Usability (12)",This cinnamon oil is really good!  Potent!. Very strong and works great. Be careful not to use too much Five Stars. works well - blade fit so I didn't have to purchase a new jig saw . It did not do clear the fungus and smell too strong.,"Based on 27 verified reviews (avg rating 4.5/5, credibility 1.00): This cinnamon oil is really good!  Potent!. Very strong and works great. Be careful not to use too much Five Stars. works well - blade fit so I didn't have to purchase a new jig saw . It did not do clear the fungus and smell too strong."
B00B1O8AYC,4.361111111,72,1,"Value (28), Usability (32)",Great product and good price for    Picked some up at the &#34;red circle&#34.; store on sale to try it out. Much better than the L-----l product and doesn't have that cheap perfume smell. This product is way cheaper at a local store versus on Amazon.,"Based on 72 verified reviews (avg rating 4.4/5, credibility 1.00): Great product and good price for    Picked some up at the &#34;red circle&#34.; store on sale to try it out. Much better than the L-----l product and doesn't have that cheap perfume smell. This product is way cheaper at a local store versus on Amazon."
B00B2FJFXU,3.884615385,26,1,"Quality (3), Value (10), Delivery (2), Usability (4)","This is a great shaving mug, looks good and is not breakable. Feels more plasticky cheap when it arrived, and has a clear mold line showing this was a two-piece manufactured assembly. The downside is that it doesn't retain heat as well.","Based on 26 verified reviews (avg rating 3.9/5, credibility 1.00): This is a great shaving mug, looks good and is not breakable. Feels more plasticky cheap when it arrived, and has a clear mold line showing this was a two-piece manufactured assembly. The downside is that it doesn't retain heat as well."
B00B3CUA0E,4.636363636,33,1,"Quality (8), Value (7), Delivery (3), Usability (6)",These are the perfect size for giving out little samples for any product. The square is different compared to the usual rounded ones... PERFECT size for what. They make good containers to give samples to friends or to make your own crayon lipstick.,"Based on 33 verified reviews (avg rating 4.6/5, credibility 1.00): These are the perfect size for giving out little samples for any product. The square is different compared to the usual rounded ones... PERFECT size for what. They make good containers to give samples to friends or to make your own crayon lipstick."
B00B3M5GZS,3.9,40,1,"Quality (7), Value (11), Delivery (1), Usability (31)",Best Hair Net Ever!.    They have held up well and are beyond easy to use. No more fly aways at the horse shows!  so far have lasted over a dozen shows. Most I have bought rip within 2-3 shows.,"Based on 40 verified reviews (avg rating 3.9/5, credibility 1.00): Best Hair Net Ever!.    They have held up well and are beyond easy to use. No more fly aways at the horse shows!  so far have lasted over a dozen shows. Most I have bought rip within 2-3 shows."
B00B4OTTKS,2.866666667,30,1,"Value (3), Usability (10)","One Star. These were a waste of money does not add any volume whatsoever... Don't waste your money.. These are awful. There's no instructions. Save your money for a comb and some hair spray. Works. Definitely gives the ""bump"" you want!","Based on 30 verified reviews (avg rating 2.9/5, credibility 1.00): One Star. These were a waste of money does not add any volume whatsoever... Don't waste your money.. These are awful. There's no instructions. Save your money for a comb and some hair spray. Works. Definitely gives the ""bump"" you want!"
B00B8P5CTA,3.943661972,71,1,"Quality (18), Value (29), Delivery (1), Content (2), Usability (17)","Bang for your buck. The pouch is stinky, but  Bigger brushes aren't all that great, they shed. Can't beat tho. Still an excellent value. When opening the product it smelled of paint and a bit dusty but after a wash they where fine and very soft.","Based on 71 verified reviews (avg rating 3.9/5, credibility 1.00): Bang for your buck. The pouch is stinky, but  Bigger brushes aren't all that great, they shed. Can't beat tho. Still an excellent value. When opening the product it smelled of paint and a bit dusty but after a wash they where fine and very soft."
B00B9PG7T8,3.884615385,52,1,"Quality (6), Value (10), Delivery (2), Usability (13)",This is wonderful because now   Maybe just a product defect in  Great Value. Just the right container for keeping scissors clean & covered. Submerges tools when lid closes. Nice color makes it inconspicuous. But the clear window on top is very cloudy making it hard to see through.,"Based on 52 verified reviews (avg rating 3.9/5, credibility 1.00): This is wonderful because now   Maybe just a product defect in  Great Value. Just the right container for keeping scissors clean & covered. Submerges tools when lid closes. Nice color makes it inconspicuous. But the clear window on top is very cloudy making it hard to see through."
B00BD5FEMK,3.494252874,87,1,"Quality (3), Value (9), Delivery (1), Usability (23)","Great flavor, and really helped quit. Only complaint is how short it's cut, gets loose and all over your teeth. Adds a the sweet sting without nicotine. Takes great, gives the same sweet sting of chew but no nicotine. Made it a lot easier to kick tobacco.","Based on 87 verified reviews (avg rating 3.5/5, credibility 1.00): Great flavor, and really helped quit. Only complaint is how short it's cut, gets loose and all over your teeth. Adds a the sweet sting without nicotine. Takes great, gives the same sweet sting of chew but no nicotine. Made it a lot easier to kick tobacco."
B00BDB2RLA,4.804878049,41,1,"Value (3), Delivery (3), Usability (8)","HWTBS appears to be very close in scent, color, and consistency to the lotion the vet gives. Works about the same even without the steroid: Both almost completely remove the lesions, before it fights back.","Based on 41 verified reviews (avg rating 4.8/5, credibility 1.00): HWTBS appears to be very close in scent, color, and consistency to the lotion the vet gives. Works about the same even without the steroid: Both almost completely remove the lesions, before it fights back."
B00BEYJYKS,4,75,1,"Quality (3), Value (11), Delivery (3), Content (1), Usability (25)",This does a little better but ... Purchased this because  It helps if you pull your skin while epilating. One Star. Isn't like the old fashion ones. Doesn't pull hair worth a darn. Use no other!.,"Based on 75 verified reviews (avg rating 4.0/5, credibility 1.00): This does a little better but ... Purchased this because  It helps if you pull your skin while epilating. One Star. Isn't like the old fashion ones. Doesn't pull hair worth a darn. Use no other!."
B00BG8WQ48,2.9,40,1,"Quality (5), Value (11), Delivery (2), Usability (13)","You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we'","Based on 40 verified reviews (avg rating 2.9/5, credibility 1.00): You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we'"
B00BGFIITI,3.955752212,113,1,"Value (13), Delivery (6), Usability (47)","This product is AMAZING!!! Every time  Use it after ever chemical treatment and you'll never know dry damaged hair again. This WILL bring your curls back like magic!. This hair was completely straight on the ends after bleaching. If you’ve lost your curls after bleach, Don’t hesitate, just BUY this.","Based on 113 verified reviews (avg rating 4.0/5, credibility 1.00): This product is AMAZING!!! Every time  Use it after ever chemical treatment and you'll never know dry damaged hair again. This WILL bring your curls back like magic!. This hair was completely straight on the ends after bleaching. If you’ve lost your curls after bleach, Don’t hesitate, just BUY this."
B00BHQKTHU,4.516129032,31,1,"Value (3), Delivery (3)","You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we'","Based on 31 verified reviews (avg rating 4.5/5, credibility 1.00): You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we'"
B00BHQWMHU,4.514285714,35,1,"Value (3), Delivery (2), Usability (9)",Waste of money. This is just a glycerin soap with chemicals and a negligent amount of honey and lots of heavy perfume. It's a bit drying for  <br /> Four Stars. Smells good not sure if it actually works though.,"Based on 35 verified reviews (avg rating 4.5/5, credibility 1.00): Waste of money. This is just a glycerin soap with chemicals and a negligent amount of honey and lots of heavy perfume. It's a bit drying for  <br /> Four Stars. Smells good not sure if it actually works though."
B00BJ87GYK,4.1,30,1,"Quality (1), Value (12), Usability (11)","Four Stars. Worked like it was supposed to, everything is good the needle is sharp and it is done. This doesn’t come with everything shown in the picture!!!. It came with the clamps, belly ring, alcohol prep pads, needle, needle cork, and gloves.","Based on 30 verified reviews (avg rating 4.1/5, credibility 1.00): Four Stars. Worked like it was supposed to, everything is good the needle is sharp and it is done. This doesn’t come with everything shown in the picture!!!. It came with the clamps, belly ring, alcohol prep pads, needle, needle cork, and gloves."
B00BKNYCAU,4.586206897,29,1,"Quality (2), Value (5), Delivery (1), Usability (7)","This is the very best sulfate free shampoo on the market because it actually lathers. Since using this product, the itchy rashes have gone away, and  It took only a month to go through this stuff, so save a few bucks where you can because it's sooooo worth it.","Based on 29 verified reviews (avg rating 4.6/5, credibility 1.00): This is the very best sulfate free shampoo on the market because it actually lathers. Since using this product, the itchy rashes have gone away, and  It took only a month to go through this stuff, so save a few bucks where you can because it's sooooo worth it."
B00BLVT1L6,4.282608696,46,1,"Value (4), Delivery (1), Usability (17)","This stick is the between the size of a glue stick and chapstick and is more coarse than the application of deodorant or chapstick. Good for a beach day but doesn't seem to be .... Goes on kind of sticky. While the greasy, spray on sunblock covers the large areas that need to be protected in little time.","Based on 46 verified reviews (avg rating 4.3/5, credibility 1.00): This stick is the between the size of a glue stick and chapstick and is more coarse than the application of deodorant or chapstick. Good for a beach day but doesn't seem to be .... Goes on kind of sticky. While the greasy, spray on sunblock covers the large areas that need to be protected in little time."
B00BMW24TU,4.235849057,212,1,"Quality (20), Value (87), Delivery (18), Content (1), Usability (38)","Beautiful Colors, Good Quality!. Wow! This blush set is amazing!   Choosing the right blush color can be a challenge and this set is more than perfect. Highly pigmented, so a little goes a long way. 1-3/8 square inch of each color. Also works as a bronzer.","Based on 212 verified reviews (avg rating 4.2/5, credibility 1.00): Beautiful Colors, Good Quality!. Wow! This blush set is amazing!   Choosing the right blush color can be a challenge and this set is more than perfect. Highly pigmented, so a little goes a long way. 1-3/8 square inch of each color. Also works as a bronzer."
B00BN3FYAE,4,119,1,"Quality (13), Value (25), Delivery (8), Content (1), Usability (11)","The hinge is a little loose/floppy, but it does still stay open on its own. Even the box looks like a real laptop box. Don't buy from CTMall. The MacBook Air is upside down, the mirror does not stay open. The paint is smeared.","Based on 119 verified reviews (avg rating 4.0/5, credibility 1.00): The hinge is a little loose/floppy, but it does still stay open on its own. Even the box looks like a real laptop box. Don't buy from CTMall. The MacBook Air is upside down, the mirror does not stay open. The paint is smeared."
B00BN9PFUW,4.096666667,300,1,"Quality (6), Value (45), Delivery (6), Content (6), Usability (67)","The combination of magnesium and melatonin is helping  Meh..... Not sure this does much of anything but it's a very nice lotion. Magnesium works to help soothe sore muscles, this brand is 10/10.","Based on 300 verified reviews (avg rating 4.1/5, credibility 1.00): The combination of magnesium and melatonin is helping  Meh..... Not sure this does much of anything but it's a very nice lotion. Magnesium works to help soothe sore muscles, this brand is 10/10."
B00BPPIR22,3.631578947,38,1,"Value (9), Delivery (2), Usability (14)",This is a favorite of Oprah's and now it’s my favorite Not as shown. The photo and reviews from other customers show the oil plus a diffuser bottle. That is not accurate. All you receive is the oil itself in a plain glass bottle. This stuff smells great but 8oz goes fast.,"Based on 38 verified reviews (avg rating 3.6/5, credibility 1.00): This is a favorite of Oprah's and now it’s my favorite Not as shown. The photo and reviews from other customers show the oil plus a diffuser bottle. That is not accurate. All you receive is the oil itself in a plain glass bottle. This stuff smells great but 8oz goes fast."
B00BQYYMQ2,3.540540541,37,1,"Quality (9), Value (6), Delivery (2), Usability (9)",This is probably the 5th wig    .. and these Cosplay wigs trump them all. They are SO SOFT and do not tangle as badly as others. The cap is a little small but stays on fairly well. The hair is soft and doesn't shed and  No tangles or anything.,"Based on 37 verified reviews (avg rating 3.5/5, credibility 1.00): This is probably the 5th wig    .. and these Cosplay wigs trump them all. They are SO SOFT and do not tangle as badly as others. The cap is a little small but stays on fairly well. The hair is soft and doesn't shed and  No tangles or anything."
B00BSVQL7G,4.272727273,33,1,"Quality (3), Value (4), Delivery (3), Usability (15)",Strurs. Very  good to work with These are exactly what  Ok they did ship a little slow but  Everyone has trouble now days so  Received the struts and installed them today. Work great so far.,"Based on 33 verified reviews (avg rating 4.3/5, credibility 1.00): Strurs. Very  good to work with These are exactly what  Ok they did ship a little slow but  Everyone has trouble now days so  Received the struts and installed them today. Work great so far."
B00BX4E5Y4,4.142857143,49,1,"Quality (1), Value (9), Delivery (4), Usability (8)","This product works well for oily skin.. Keeps your face feeling refresh Just okay!. This product is okay, but doesn't make a noticeable difference in appearance. The worst setting spray  That spray will keep your makeup on through anything, even 14 hours later it still looks great.","Based on 49 verified reviews (avg rating 4.1/5, credibility 1.00): This product works well for oily skin.. Keeps your face feeling refresh Just okay!. This product is okay, but doesn't make a noticeable difference in appearance. The worst setting spray  That spray will keep your makeup on through anything, even 14 hours later it still looks great."
B00C0YZBJE,3.56122449,196,1,"Value (20), Delivery (3), Content (3), Usability (66)","Great product, although smells gross. Depending on the saturation of your color it does the job well enough. Green is the worst to get out it seems. The directions are sooo tiny. It will probably burn ur scalp.","Based on 196 verified reviews (avg rating 3.6/5, credibility 1.00): Great product, although smells gross. Depending on the saturation of your color it does the job well enough. Green is the worst to get out it seems. The directions are sooo tiny. It will probably burn ur scalp."
B00C1ZNH5M,3.48,50,1,"Quality (10), Value (13), Delivery (3), Usability (8)","Great. Perfect and they hold tight. If you have fine hair & need some banana clips with small teeth & shorter than average adults use, these may just fill your need. Too expensive for 5 @ $5 of this bad quality. Fragile two broke in first day!!! Hope rest will not.","Based on 50 verified reviews (avg rating 3.5/5, credibility 1.00): Great. Perfect and they hold tight. If you have fine hair & need some banana clips with small teeth & shorter than average adults use, these may just fill your need. Too expensive for 5 @ $5 of this bad quality. Fragile two broke in first day!!! Hope rest will not."
B00C6QB9GK,3.581395349,43,1,"Quality (5), Value (1), Delivery (7)","This is basically a locket, which is hinged, and can open. The inside is coated with glow in the dark stuff no different than any child's toy. Hold it in strong light for a minute and it glows. But the glow fades after a few minutes or so.","Based on 43 verified reviews (avg rating 3.6/5, credibility 1.00): This is basically a locket, which is hinged, and can open. The inside is coated with glow in the dark stuff no different than any child's toy. Hold it in strong light for a minute and it glows. But the glow fades after a few minutes or so."
B00C9J08MU,4.264367816,87,1,"Quality (2), Value (16), Delivery (2), Usability (23)","Love it!. Smells amazing, skin is so soft! Love it, better than the others  Best tanning bed lotion deal  Smells good just what  You really can't find anything else at a better price that works as good as this unless you're a very lucky person. Not the best tanning lotion I’ve had but it works okay. Amazing Tan Lotion. It’s amazing!","Based on 87 verified reviews (avg rating 4.3/5, credibility 1.00): Love it!. Smells amazing, skin is so soft! Love it, better than the others  Best tanning bed lotion deal  Smells good just what  You really can't find anything else at a better price that works as good as this unless you're a very lucky person. Not the best tanning lotion I’ve had but it works okay. Amazing Tan Lotion. It’s amazing!"
B00CCJDF1S,4.777777778,45,1,"Quality (1), Value (9), Delivery (1), Usability (29)","Hair ties fall out after a few hours, and the amount of bobby pins it takes to keep isn't worth the effort. Not for super thick hair. These really work to keep hair in place and  These are the best b Bobby pins for curly hair.","Based on 45 verified reviews (avg rating 4.8/5, credibility 1.00): Hair ties fall out after a few hours, and the amount of bobby pins it takes to keep isn't worth the effort. Not for super thick hair. These really work to keep hair in place and  These are the best b Bobby pins for curly hair."
B00CD4HYGO,4.4,25,1,"Value (2), Usability (14)",This product should be used with a esthetician wipe a little goes a long way and follow by 99% alcohol to cut the leftover residue. This product is professional grade for cleaning equipment and implents. It works great but should never be used on the body.,"Based on 25 verified reviews (avg rating 4.4/5, credibility 1.00): This product should be used with a esthetician wipe a little goes a long way and follow by 99% alcohol to cut the leftover residue. This product is professional grade for cleaning equipment and implents. It works great but should never be used on the body."
B00CF2P7AY,4.803278689,61,1,"Quality (19), Value (2), Delivery (2), Usability (4)","It was quite lovely except the embroidered piece in the .... It was quite nice except the. embroidered part in the back was poorly secured... Love it! Perfect!. Beautiful! Nice quality! If you iron, do it at a low setting. Light weight. Plastic comb. First Communion, perfect length. Very nice Veil for First Communions.","Based on 61 verified reviews (avg rating 4.8/5, credibility 1.00): It was quite lovely except the embroidered piece in the .... It was quite nice except the. embroidered part in the back was poorly secured... Love it! Perfect!. Beautiful! Nice quality! If you iron, do it at a low setting. Light weight. Plastic comb. First Communion, perfect length. Very nice Veil for First Communions."
B00CGAHJNI,3.517241379,29,1,"Quality (9), Value (9), Delivery (1), Usability (3)","Dollar store durag. These are cheap durags but the cost more than they should. Same size as adults. Thought it would be a smaller size since it's kids, nope. Measured out to be the same. Came with a hole in it.","Based on 29 verified reviews (avg rating 3.5/5, credibility 1.00): Dollar store durag. These are cheap durags but the cost more than they should. Same size as adults. Thought it would be a smaller size since it's kids, nope. Measured out to be the same. Came with a hole in it."
B00CH9JCTM,4.275862069,29,1,"Quality (2), Value (8), Delivery (1), Content (2), Usability (6)","These are super strong and a nice thick plastic that will be long wearing and not break easily Cool color. Daughter loves the bright color Five Stars. Great quality in plastic,  But I am impressed especially with the low price Received 26 instead of 36.","Based on 29 verified reviews (avg rating 4.3/5, credibility 1.00): These are super strong and a nice thick plastic that will be long wearing and not break easily Cool color. Daughter loves the bright color Five Stars. Great quality in plastic,  But I am impressed especially with the low price Received 26 instead of 36."
B00CJGK800,3.96,25,1,"Quality (4), Value (2), Usability (4)","High quality & look like bracelets. Excellent value. Cute but some warnings. They still leave a crease in your hair, but don't break it off like traditional ponytail holders. They're pretty cute, but   Didn't happen.","Based on 25 verified reviews (avg rating 4.0/5, credibility 1.00): High quality & look like bracelets. Excellent value. Cute but some warnings. They still leave a crease in your hair, but don't break it off like traditional ponytail holders. They're pretty cute, but   Didn't happen."
B00CK8XBPG,4.659090909,44,1,"Quality (2), Value (4), Delivery (7), Usability (11)","Love these eye brow pencils. Love this liner. Have used it a few years now. It's the best on the market, in  It's waterproof,  a real plus! Dust with a little shadow for eyes that &#34;pop&# 34;! blonde brows. It stays put even on the hottest days of summer.","Based on 44 verified reviews (avg rating 4.7/5, credibility 1.00): Love these eye brow pencils. Love this liner. Have used it a few years now. It's the best on the market, in  It's waterproof,  a real plus! Dust with a little shadow for eyes that &#34;pop&# 34;! blonde brows. It stays put even on the hottest days of summer."
B00CLXXXH6,3.947368421,95,1,"Quality (4), Value (3), Delivery (12), Usability (12)","You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we' Keep it factual and neutral.","Based on 95 verified reviews (avg rating 3.9/5, credibility 1.00): You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we' Keep it factual and neutral."
B00CN0VHUM,2.744680851,47,1,"Value (5), Content (1), Usability (8)","Impressed. The light tan spots are almost gone, and the blotchy red ones are WAY less noticeable. This does seem to lighten the spots. They don't completely go away so far but  Three Stars.","Based on 47 verified reviews (avg rating 2.7/5, credibility 1.00): Impressed. The light tan spots are almost gone, and the blotchy red ones are WAY less noticeable. This does seem to lighten the spots. They don't completely go away so far but  Three Stars."
B00CO26T5W,3.6125,80,1,"Quality (10), Value (27), Delivery (3), Usability (6)",Cute. Looks just like the picture! Was delivered early and  This goes with a ring  Five Stars. nice loved it. blue bracelet. It is very good and love to wear. Will buy more when  Happy with the Quality.,"Based on 80 verified reviews (avg rating 3.6/5, credibility 1.00): Cute. Looks just like the picture! Was delivered early and  This goes with a ring  Five Stars. nice loved it. blue bracelet. It is very good and love to wear. Will buy more when  Happy with the Quality."
B00CP3KU4Q,4.387096774,62,1,"Quality (1), Value (6), Usability (9)","All marketing, no substance.. This stuff has the consistency of dry, paste like baking soda crammed in a tiny jar, and sold for way too much. WON'T PURCHASE AGAIN. gritty and taste is not pleasant.","Based on 62 verified reviews (avg rating 4.4/5, credibility 1.00): All marketing, no substance.. This stuff has the consistency of dry, paste like baking soda crammed in a tiny jar, and sold for way too much. WON'T PURCHASE AGAIN. gritty and taste is not pleasant."
B00CQ16CT4,3.443609023,266,1,"Quality (30), Value (83), Delivery (26), Content (1), Usability (24)","You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we'","Based on 266 verified reviews (avg rating 3.4/5, credibility 1.00): You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we'"
B00CR6X0IY,3.027777778,36,1,"Quality (1), Value (15), Delivery (6), Usability (8)","You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we'","Based on 36 verified reviews (avg rating 3.0/5, credibility 1.00): You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we'"
B00CU7J1PG,3,26,1,"Value (5), Delivery (2), Content (1), Usability (6)","The bottle had about a third of the nail polish missing, took really long to arrive, brush is too thick and splayed and there was nail polish all around the rim. Great to mask screws on a white background.. Not sure how good this is on nails, but when hanging white floating bookshelves on awhite wall,  Nice thickness for that and dries quicker than paint.","Based on 26 verified reviews (avg rating 3.0/5, credibility 1.00): The bottle had about a third of the nail polish missing, took really long to arrive, brush is too thick and splayed and there was nail polish all around the rim. Great to mask screws on a white background.. Not sure how good this is on nails, but when hanging white floating bookshelves on awhite wall,  Nice thickness for that and dries quicker than paint."
B00CUF29WU,4.643979058,191,1,"Quality (12), Value (57), Delivery (4), Content (1), Usability (77)","You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we'","Based on 191 verified reviews (avg rating 4.6/5, credibility 1.00): You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we'"
B00CVYOPMM,3.92,25,1,"Quality (1), Value (2), Delivery (2), Usability (4)",Nature’s Tawas Anti - Perspirant. One of   It makes  Does NOT work!. Waste of money! This stinks and does not work. This is the best deodorant... Affordable underarm hygiene.,"Based on 25 verified reviews (avg rating 3.9/5, credibility 1.00): Nature’s Tawas Anti - Perspirant. One of   It makes  Does NOT work!. Waste of money! This stinks and does not work. This is the best deodorant... Affordable underarm hygiene."
B00CYKAIQK,4.642857143,28,1,"Quality (5), Value (2), Usability (6)",Hair look good just don't brush to much. Perfect wig for Lucy cosplay. The clip on pony tail is really cool a bit heavy but it can't be helped. The free wig cap though is pretty much pointless.,"Based on 28 verified reviews (avg rating 4.6/5, credibility 1.00): Hair look good just don't brush to much. Perfect wig for Lucy cosplay. The clip on pony tail is really cool a bit heavy but it can't be helped. The free wig cap though is pretty much pointless."
B00CZ9ZSXS,4.4375,48,1,"Quality (2), Value (4), Delivery (3), Content (1), Usability (9)",Five Stars. They work just like are other ones before they wore out. They fit and make the Airfloss usable again Five Stars. Better than flossing. Good Replacement Part That Fits As It Should. Use them every day! so  The air flosser  Five stars.,"Based on 48 verified reviews (avg rating 4.4/5, credibility 1.00): Five Stars. They work just like are other ones before they wore out. They fit and make the Airfloss usable again Five Stars. Better than flossing. Good Replacement Part That Fits As It Should. Use them every day! so  The air flosser  Five stars."
B00D3OX3EU,3.269230769,26,1,"Quality (4), Value (5), Delivery (1), Usability (11)",These scrubbers are very well made and do a descent job at exfoliating. They are able to hold a small to medium sized bar of soap. The texture is too soft and smooth. Once it gets wet its very slick. It won't even an itch.,"Based on 26 verified reviews (avg rating 3.3/5, credibility 1.00): These scrubbers are very well made and do a descent job at exfoliating. They are able to hold a small to medium sized bar of soap. The texture is too soft and smooth. Once it gets wet its very slick. It won't even an itch."
